date,crop,mandi,price,rainfall_index,msp_floor
2018-07-09,Bajra,Jaipur,2500,0.86,2500
2018-07-09,Jowar,Nagpur,3180,1.66,3180
2018-07-09,Tur Dal,Hyderabad,7000,3.78,7000
2018-07-09,Moong Dal,Bhopal,7755,2.11,7755
2018-07-09,Urad Dal,Kanpur,6950,2.33,6950
2018-07-09,Groundnut,Ahmedabad,5985,1.44,5850
2018-07-09,Soybean,Indore,4600,4.37,4600
2018-07-09,Mustard,Jaipur,5766,3.84,5650
2018-07-09,Cotton,Nagpur,7031,5.42,6620
2018-07-09,Sugarcane,Lucknow,3261,0.26,3150
2018-07-09,Tea,Guwahati,17986,0.51,0
2018-07-09,Coffee,Chikmagalur,14021,4.33,0
2018-07-10,Tomato,Delhi,1824,5.81,0
2018-07-10,Onion,Delhi,1620,1.42,0
2018-07-10,Potato,Delhi,1437,4.99,0
2018-07-10,Brinjal,Delhi,1987,2.79,0
2018-07-10,Cabbage,Delhi,1232,2.9,0
2018-07-10,Wheat,Delhi,2376,2.76,2275
2018-07-10,Rice,Lucknow,2811,4.72,2300
2018-07-10,Maize,Indore,2204,1.57,2090
2018-07-10,Bajra,Jaipur,2500,1.65,2500
2018-07-10,Jowar,Nagpur,3180,2.55,3180
2018-07-10,Tur Dal,Hyderabad,7069,0.09,7000
2018-07-10,Moong Dal,Bhopal,7770,3.7,7755
2018-07-10,Urad Dal,Kanpur,6950,1.47,6950
2018-07-10,Groundnut,Ahmedabad,6038,1.4,5850
2018-07-10,Soybean,Indore,4600,0.72,4600
2018-07-10,Mustard,Jaipur,5650,3.2,5650
2018-07-10,Cotton,Nagpur,6934,5.13,6620
2018-07-10,Sugarcane,Lucknow,3178,5.09,3150
2018-07-10,Tea,Guwahati,18000,0.39,0
2018-07-10,Coffee,Chikmagalur,13931,2.61,0
2018-07-11,Tomato,Delhi,1988,4.81,0
2018-07-11,Onion,Delhi,1800,4.71,0
2018-07-11,Potato,Delhi,1465,2.03,0
2018-07-11,Brinjal,Delhi,1997,4.88,0
2018-07-11,Cabbage,Delhi,1372,5.49,0
2018-07-11,Wheat,Delhi,2275,0.04,2275
2018-07-11,Rice,Lucknow,2666,3.69,2300
2018-07-11,Maize,Indore,2090,4.67,2090
2018-07-11,Bajra,Jaipur,2500,0.58,2500
2018-07-11,Jowar,Nagpur,3180,1.19,3180
2018-07-11,Tur Dal,Hyderabad,7000,3.09,7000
2018-07-11,Moong Dal,Bhopal,7755,5.47,7755
2018-07-11,Urad Dal,Kanpur,6950,1.1,6950
2018-07-11,Groundnut,Ahmedabad,5989,0.03,5850
2018-07-11,Soybean,Indore,4600,0.94,4600
2018-07-11,Mustard,Jaipur,5666,0.25,5650
2018-07-11,Cotton,Nagpur,6942,3.26,6620
2018-07-11,Sugarcane,Lucknow,3150,4.36,3150
2018-07-11,Tea,Guwahati,17864,5.21,0
2018-07-11,Coffee,Chikmagalur,14044,0.38,0
2018-07-12,Tomato,Delhi,1904,2.98,0
2018-07-12,Onion,Delhi,1647,2.45,0
2018-07-12,Potato,Delhi,1476,5.04,0
2018-07-12,Brinjal,Delhi,1726,1.51,0
2018-07-12,Cabbage,Delhi,1414,4.96,0
2018-07-12,Wheat,Delhi,2275,1.41,2275
2018-07-12,Rice,Lucknow,2624,5.7,2300
2018-07-12,Maize,Indore,2090,4.73,2090
2018-07-12,Bajra,Jaipur,2500,1.07,2500
2018-07-12,Jowar,Nagpur,3180,4.72,3180
2018-07-12,Tur Dal,Hyderabad,7000,1.66,7000
2018-07-12,Moong Dal,Bhopal,7909,0.69,7755
2018-07-12,Urad Dal,Kanpur,6950,5.16,6950
2018-07-12,Groundnut,Ahmedabad,6023,1.04,5850
2018-07-12,Soybean,Indore,4600,3.28,4600
2018-07-12,Mustard,Jaipur,5650,3.44,5650
2018-07-12,Cotton,Nagpur,6851,3.49,6620
2018-07-12,Sugarcane,Lucknow,3150,4.95,3150
2018-07-12,Tea,Guwahati,17816,5.58,0
2018-07-12,Coffee,Chikmagalur,13974,4.04,0
2018-07-13,Tomato,Delhi,2033,0.88,0
2018-07-13,Onion,Delhi,1909,5.15,0
2018-07-13,Potato,Delhi,1546,5.69,0
2018-07-13,Brinjal,Delhi,1943,1.94,0
2018-07-13,Cabbage,Delhi,1369,1.33,0
2018-07-13,Wheat,Delhi,2275,0.5,2275
2018-07-13,Rice,Lucknow,2619,3.31,2300
2018-07-13,Maize,Indore,2090,4.37,2090
2018-07-13,Bajra,Jaipur,2500,3.75,2500
2018-07-13,Jowar,Nagpur,3180,4.4,3180
2018-07-13,Tur Dal,Hyderabad,7040,1.87,7000
2018-07-13,Moong Dal,Bhopal,7755,2.51,7755
2018-07-13,Urad Dal,Kanpur,6950,0.95,6950
2018-07-13,Groundnut,Ahmedabad,5907,1.56,5850
2018-07-13,Soybean,Indore,4600,0.13,4600
2018-07-13,Mustard,Jaipur,5650,2.8,5650
2018-07-13,Cotton,Nagpur,7083,4.98,6620
2018-07-13,Sugarcane,Lucknow,3150,1.96,3150
2018-07-13,Tea,Guwahati,18051,0.18,0
2018-07-13,Coffee,Chikmagalur,13832,2.14,0
2018-07-14,Tomato,Delhi,2030,3.0,0
2018-07-14,Onion,Delhi,1831,4.58,0
2018-07-14,Potato,Delhi,1398,5.48,0
2018-07-14,Brinjal,Delhi,1979,0.61,0
2018-07-14,Cabbage,Delhi,1497,0.67,0
2018-07-14,Wheat,Delhi,2275,3.54,2275
2018-07-14,Rice,Lucknow,2621,3.59,2300
2018-07-14,Maize,Indore,2090,5.89,2090
2018-07-14,Bajra,Jaipur,2500,3.05,2500
2018-07-14,Jowar,Nagpur,3180,5.93,3180
2018-07-14,Tur Dal,Hyderabad,7000,2.66,7000
2018-07-14,Moong Dal,Bhopal,7755,1.96,7755
2018-07-14,Urad Dal,Kanpur,6950,2.15,6950
2018-07-14,Groundnut,Ahmedabad,6073,5.77,5850
2018-07-14,Soybean,Indore,4600,1.02,4600
2018-07-14,Mustard,Jaipur,5650,4.98,5650
2018-07-14,Cotton,Nagpur,7040,3.35,6620
2018-07-14,Sugarcane,Lucknow,3232,1.99,3150
2018-07-14,Tea,Guwahati,18027,0.95,0
2018-07-14,Coffee,Chikmagalur,13886,0.29,0
2018-07-15,Tomato,Delhi,2034,2.32,0
2018-07-15,Onion,Delhi,1632,2.78,0
2018-07-15,Potato,Delhi,1597,4.8,0
2018-07-15,Brinjal,Delhi,1717,5.38,0
2018-07-15,Cabbage,Delhi,1319,0.74,0
2018-07-15,Wheat,Delhi,2299,1.44,2275
2018-07-15,Rice,Lucknow,2651,5.07,2300
2018-07-15,Maize,Indore,2090,2.53,2090
2018-07-15,Bajra,Jaipur,2500,5.77,2500
2018-07-15,Jowar,Nagpur,3180,4.56,3180
2018-07-15,Tur Dal,Hyderabad,7000,4.36,7000
2018-07-15,Moong Dal,Bhopal,7755,0.36,7755
2018-07-15,Urad Dal,Kanpur,6950,5.0,6950
2018-07-15,Groundnut,Ahmedabad,6074,0.77,5850
2018-07-15,Soybean,Indore,4600,5.09,4600
2018-07-15,Mustard,Jaipur,5752,3.46,5650
2018-07-15,Cotton,Nagpur,7020,4.7,6620
2018-07-15,Sugarcane,Lucknow,3150,2.98,3150
2018-07-15,Tea,Guwahati,17893,5.8,0
2018-07-15,Coffee,Chikmagalur,14035,1.61,0
2018-07-16,Tomato,Delhi,1898,3.74,0
2018-07-16,Onion,Delhi,1663,1.33,0
2018-07-16,Potato,Delhi,1592,1.14,0
2018-07-16,Brinjal,Delhi,1756,3.0,0
2018-07-16,Cabbage,Delhi,1448,1.86,0
2018-07-16,Wheat,Delhi,2333,5.36,2275
2018-07-16,Rice,Lucknow,2779,2.93,2300
2018-07-16,Maize,Indore,2090,5.99,2090
2018-07-16,Bajra,Jaipur,2500,0.28,2500
2018-07-16,Jowar,Nagpur,3180,1.32,3180
2018-07-16,Tur Dal,Hyderabad,7062,5.63,7000
2018-07-16,Moong Dal,Bhopal,7755,5.75,7755
2018-07-16,Urad Dal,Kanpur,6950,5.84,6950
2018-07-16,Groundnut,Ahmedabad,6082,4.76,5850
2018-07-16,Soybean,Indore,4600,4.45,4600
2018-07-16,Mustard,Jaipur,5785,1.34,5650
2018-07-16,Cotton,Nagpur,7066,4.86,6620
2018-07-16,Sugarcane,Lucknow,3150,2.17,3150
2018-07-16,Tea,Guwahati,17943,2.41,0
2018-07-16,Coffee,Chikmagalur,14098,1.93,0
2018-07-17,Tomato,Delhi,1893,3.33,0
2018-07-17,Onion,Delhi,1787,4.07,0
2018-07-17,Potato,Delhi,1563,0.72,0
2018-07-17,Brinjal,Delhi,1864,3.81,0
2018-07-17,Cabbage,Delhi,1391,5.42,0
2018-07-17,Wheat,Delhi,2384,1.41,2275
2018-07-17,Rice,Lucknow,2666,1.26,2300
2018-07-17,Maize,Indore,2102,2.94,2090
2018-07-17,Bajra,Jaipur,2500,4.46,2500
2018-07-17,Jowar,Nagpur,3180,0.06,3180
2018-07-17,Tur Dal,Hyderabad,7000,5.27,7000
2018-07-17,Moong Dal,Bhopal,7755,5.82,7755
2018-07-17,Urad Dal,Kanpur,6950,2.58,6950
2018-07-17,Groundnut,Ahmedabad,6052,1.2,5850
2018-07-17,Soybean,Indore,4600,3.15,4600
2018-07-17,Mustard,Jaipur,5650,4.41,5650
2018-07-17,Cotton,Nagpur,6926,5.65,6620
2018-07-17,Sugarcane,Lucknow,3249,4.08,3150
2018-07-17,Tea,Guwahati,18035,0.71,0
2018-07-17,Coffee,Chikmagalur,14092,2.06,0
2018-07-18,Tomato,Delhi,1907,3.8,0
2018-07-18,Onion,Delhi,1674,4.96,0
2018-07-18,Potato,Delhi,1398,2.27,0
2018-07-18,Brinjal,Delhi,1810,0.03,0
2018-07-18,Cabbage,Delhi,1236,3.45,0
2018-07-18,Wheat,Delhi,2275,5.53,2275
2018-07-18,Rice,Lucknow,2797,4.7,2300
2018-07-18,Maize,Indore,2178,2.34,2090
2018-07-18,Bajra,Jaipur,2500,3.97,2500
2018-07-18,Jowar,Nagpur,3180,5.46,3180
2018-07-18,Tur Dal,Hyderabad,7000,1.95,7000
2018-07-18,Moong Dal,Bhopal,7755,2.2,7755
2018-07-18,Urad Dal,Kanpur,6950,2.99,6950
2018-07-18,Groundnut,Ahmedabad,6059,1.24,5850
2018-07-18,Soybean,Indore,4600,3.91,4600
2018-07-18,Mustard,Jaipur,5650,0.5,5650
2018-07-18,Cotton,Nagpur,7027,5.72,6620
2018-07-18,Sugarcane,Lucknow,3228,5.71,3150
2018-07-18,Tea,Guwahati,18074,2.4,0
2018-07-18,Coffee,Chikmagalur,14020,3.91,0
2018-07-19,Tomato,Delhi,1831,3.71,0
2018-07-19,Onion,Delhi,1602,0.43,0
2018-07-19,Potato,Delhi,1294,1.17,0
2018-07-19,Brinjal,Delhi,1914,4.79,0
2018-07-19,Cabbage,Delhi,1390,3.88,0
2018-07-19,Wheat,Delhi,2275,4.67,2275
2018-07-19,Rice,Lucknow,2714,0.68,2300
2018-07-19,Maize,Indore,2158,2.31,2090
2018-07-19,Bajra,Jaipur,2500,4.36,2500
2018-07-19,Jowar,Nagpur,3180,1.89,3180
2018-07-19,Tur Dal,Hyderabad,7000,2.97,7000
2018-07-19,Moong Dal,Bhopal,7755,0.58,7755
2018-07-19,Urad Dal,Kanpur,6950,3.29,6950
2018-07-19,Groundnut,Ahmedabad,5850,5.54,5850
2018-07-19,Soybean,Indore,4600,2.53,4600
2018-07-19,Mustard,Jaipur,5650,3.46,5650
2018-07-19,Cotton,Nagpur,7052,4.69,6620
2018-07-19,Sugarcane,Lucknow,3150,4.22,3150
2018-07-19,Tea,Guwahati,17804,5.46,0
2018-07-19,Coffee,Chikmagalur,13921,0.08,0
2018-07-20,Tomato,Delhi,1805,1.48,0
2018-07-20,Onion,Delhi,1869,0.71,0
2018-07-20,Potato,Delhi,1490,0.08,0
2018-07-20,Brinjal,Delhi,1967,5.18,0
2018-07-20,Cabbage,Delhi,1251,2.76,0
2018-07-20,Wheat,Delhi,2275,3.5,2275
2018-07-20,Rice,Lucknow,2862,4.9,2300
2018-07-20,Maize,Indore,2090,1.04,2090
2018-07-20,Bajra,Jaipur,2500,5.43,2500
2018-07-20,Jowar,Nagpur,3180,2.69,3180
2018-07-20,Tur Dal,Hyderabad,7000,5.43,7000
2018-07-20,Moong Dal,Bhopal,7769,5.66,7755
2018-07-20,Urad Dal,Kanpur,6950,0.62,6950
2018-07-20,Groundnut,Ahmedabad,5917,4.08,5850
2018-07-20,Soybean,Indore,4600,2.45,4600
2018-07-20,Mustard,Jaipur,5650,4.17,5650
2018-07-20,Cotton,Nagpur,6958,3.63,6620
2018-07-20,Sugarcane,Lucknow,3150,2.66,3150
2018-07-20,Tea,Guwahati,17843,4.24,0
2018-07-20,Coffee,Chikmagalur,13975,2.72,0
2018-07-21,Tomato,Delhi,1850,1.56,0
2018-07-21,Onion,Delhi,1618,5.04,0
2018-07-21,Potato,Delhi,1481,4.92,0
2018-07-21,Brinjal,Delhi,1867,3.43,0
2018-07-21,Cabbage,Delhi,1367,0.82,0
2018-07-21,Wheat,Delhi,2275,2.9,2275
2018-07-21,Rice,Lucknow,2726,2.77,2300
2018-07-21,Maize,Indore,2090,0.74,2090
2018-07-21,Bajra,Jaipur,2500,5.59,2500
2018-07-21,Jowar,Nagpur,3180,5.18,3180
2018-07-21,Tur Dal,Hyderabad,7000,4.03,7000
2018-07-21,Moong Dal,Bhopal,7830,1.3,7755
2018-07-21,Urad Dal,Kanpur,6950,0.64,6950
2018-07-21,Groundnut,Ahmedabad,5968,3.3,5850
2018-07-21,Soybean,Indore,4600,0.58,4600
2018-07-21,Mustard,Jaipur,5667,1.09,5650
2018-07-21,Cotton,Nagpur,7042,0.65,6620
2018-07-21,Sugarcane,Lucknow,3279,3.33,3150
2018-07-21,Tea,Guwahati,17948,1.98,0
2018-07-21,Coffee,Chikmagalur,13813,5.5,0
2018-07-22,Tomato,Delhi,1922,5.66,0
2018-07-22,Onion,Delhi,1657,2.61,0
2018-07-22,Potato,Delhi,1520,3.87,0
2018-07-22,Brinjal,Delhi,1713,3.22,0
2018-07-22,Cabbage,Delhi,1394,1.31,0
2018-07-22,Wheat,Delhi,2275,3.62,2275
2018-07-22,Rice,Lucknow,2606,1.86,2300
2018-07-22,Maize,Indore,2090,1.57,2090
2018-07-22,Bajra,Jaipur,2500,2.93,2500
2018-07-22,Jowar,Nagpur,3180,2.91,3180
2018-07-22,Tur Dal,Hyderabad,7000,3.01,7000
2018-07-22,Moong Dal,Bhopal,7755,5.14,7755
2018-07-22,Urad Dal,Kanpur,6950,4.09,6950
2018-07-22,Groundnut,Ahmedabad,5850,0.71,5850
2018-07-22,Soybean,Indore,4600,3.47,4600
2018-07-22,Mustard,Jaipur,5708,0.7,5650
2018-07-22,Cotton,Nagpur,6789,3.02,6620
2018-07-22,Sugarcane,Lucknow,3172,2.4,3150
2018-07-22,Tea,Guwahati,17954,4.16,0
2018-07-22,Coffee,Chikmagalur,13882,3.74,0
2018-07-23,Tomato,Delhi,1849,4.59,0
2018-07-23,Onion,Delhi,1863,3.83,0
2018-07-23,Potato,Delhi,1561,2.11,0
2018-07-23,Brinjal,Delhi,1893,4.83,0
2018-07-23,Cabbage,Delhi,1302,2.49,0
2018-07-23,Wheat,Delhi,2275,0.91,2275
2018-07-23,Rice,Lucknow,2832,4.06,2300
2018-07-23,Maize,Indore,2090,0.8,2090
2018-07-23,Bajra,Jaipur,2500,3.37,2500
2018-07-23,Jowar,Nagpur,3180,0.31,3180
2018-07-23,Tur Dal,Hyderabad,7000,3.09,7000
2018-07-23,Moong Dal,Bhopal,7857,5.75,7755
2018-07-23,Urad Dal,Kanpur,6950,2.05,6950
2018-07-23,Groundnut,Ahmedabad,5850,2.52,5850
2018-07-23,Soybean,Indore,4600,1.91,4600
2018-07-23,Mustard,Jaipur,5650,3.58,5650
2018-07-23,Cotton,Nagpur,7010,4.61,6620
2018-07-23,Sugarcane,Lucknow,3167,5.35,3150
2018-07-23,Tea,Guwahati,17971,4.41,0
2018-07-23,Coffee,Chikmagalur,13932,0.72,0
2018-07-24,Tomato,Delhi,2046,4.82,0
2018-07-24,Onion,Delhi,1788,2.02,0
2018-07-24,Potato,Delhi,1458,1.39,0
2018-07-24,Brinjal,Delhi,1871,0.51,0
2018-07-24,Cabbage,Delhi,1261,4.72,0
2018-07-24,Wheat,Delhi,2275,3.56,2275
2018-07-24,Rice,Lucknow,2716,1.82,2300
2018-07-24,Maize,Indore,2090,4.8,2090
2018-07-24,Bajra,Jaipur,2500,1.72,2500
2018-07-24,Jowar,Nagpur,3180,0.46,3180
2018-07-24,Tur Dal,Hyderabad,7000,0.45,7000
2018-07-24,Moong Dal,Bhopal,7755,0.5,7755
2018-07-24,Urad Dal,Kanpur,6950,2.48,6950
2018-07-24,Groundnut,Ahmedabad,5983,5.28,5850
2018-07-24,Soybean,Indore,4600,1.33,4600
2018-07-24,Mustard,Jaipur,5737,5.87,5650
2018-07-24,Cotton,Nagpur,7062,3.75,6620
2018-07-24,Sugarcane,Lucknow,3195,2.9,3150
2018-07-24,Tea,Guwahati,18046,0.45,0
2018-07-24,Coffee,Chikmagalur,14061,5.67,0
2018-07-25,Tomato,Delhi,1811,1.94,0
2018-07-25,Onion,Delhi,1629,0.39,0
2018-07-25,Potato,Delhi,1378,2.99,0
2018-07-25,Brinjal,Delhi,1948,0.25,0
2018-07-25,Cabbage,Delhi,1277,3.67,0
2018-07-25,Wheat,Delhi,2321,2.28,2275
2018-07-25,Rice,Lucknow,2726,3.67,2300
2018-07-25,Maize,Indore,2090,0.39,2090
2018-07-25,Bajra,Jaipur,2500,3.03,2500
2018-07-25,Jowar,Nagpur,3180,4.11,3180
2018-07-25,Tur Dal,Hyderabad,7000,1.86,7000
2018-07-25,Moong Dal,Bhopal,7811,3.52,7755
2018-07-25,Urad Dal,Kanpur,6950,5.61,6950
2018-07-25,Groundnut,Ahmedabad,5992,4.35,5850
2018-07-25,Soybean,Indore,4600,1.83,4600
2018-07-25,Mustard,Jaipur,5650,4.47,5650
2018-07-25,Cotton,Nagpur,7061,4.33,6620
2018-07-25,Sugarcane,Lucknow,3178,0.05,3150
2018-07-25,Tea,Guwahati,17923,0.1,0
2018-07-25,Coffee,Chikmagalur,13791,0.19,0
2018-07-26,Tomato,Delhi,1987,4.64,0
2018-07-26,Onion,Delhi,1732,3.03,0
2018-07-26,Potato,Delhi,1535,0.51,0
2018-07-26,Brinjal,Delhi,1900,0.56,0
2018-07-26,Cabbage,Delhi,1291,1.33,0
2018-07-26,Wheat,Delhi,2313,4.16,2275
2018-07-26,Rice,Lucknow,2776,0.56,2300
2018-07-26,Maize,Indore,2090,2.44,2090
2018-07-26,Bajra,Jaipur,2500,3.62,2500
2018-07-26,Jowar,Nagpur,3180,3.51,3180
2018-07-26,Tur Dal,Hyderabad,7012,2.16,7000
2018-07-26,Moong Dal,Bhopal,7755,4.35,7755
2018-07-26,Urad Dal,Kanpur,6950,5.06,6950
2018-07-26,Groundnut,Ahmedabad,5850,0.51,5850
2018-07-26,Soybean,Indore,4600,0.71,4600
2018-07-26,Mustard,Jaipur,5650,1.95,5650
2018-07-26,Cotton,Nagpur,6888,0.17,6620
2018-07-26,Sugarcane,Lucknow,3217,5.09,3150
2018-07-26,Tea,Guwahati,17852,4.28,0
2018-07-26,Coffee,Chikmagalur,13874,4.24,0
2018-07-27,Tomato,Delhi,1850,3.45,0
2018-07-27,Onion,Delhi,1762,0.53,0
2018-07-27,Potato,Delhi,1447,5.25,0
2018-07-27,Brinjal,Delhi,1768,1.62,0
2018-07-27,Cabbage,Delhi,1349,2.34,0
2018-07-27,Wheat,Delhi,2275,5.97,2275
2018-07-27,Rice,Lucknow,2744,3.88,2300
2018-07-27,Maize,Indore,2132,5.71,2090
2018-07-27,Bajra,Jaipur,2500,3.49,2500
2018-07-27,Jowar,Nagpur,3180,5.43,3180
2018-07-27,Tur Dal,Hyderabad,7000,0.9,7000
2018-07-27,Moong Dal,Bhopal,7755,2.41,7755
2018-07-27,Urad Dal,Kanpur,6950,3.74,6950
2018-07-27,Groundnut,Ahmedabad,5994,2.07,5850
2018-07-27,Soybean,Indore,4600,5.06,4600
2018-07-27,Mustard,Jaipur,5660,2.23,5650
2018-07-27,Cotton,Nagpur,6861,4.08,6620
2018-07-27,Sugarcane,Lucknow,3219,2.02,3150
2018-07-27,Tea,Guwahati,18003,2.32,0
2018-07-27,Coffee,Chikmagalur,13971,2.58,0
2018-07-28,Tomato,Delhi,1762,1.07,0
2018-07-28,Onion,Delhi,1817,1.21,0
2018-07-28,Potato,Delhi,1554,1.48,0
2018-07-28,Brinjal,Delhi,1921,3.85,0
2018-07-28,Cabbage,Delhi,1305,2.59,0
2018-07-28,Wheat,Delhi,2275,1.1,2275
2018-07-28,Rice,Lucknow,2833,0.41,2300
2018-07-28,Maize,Indore,2133,0.27,2090
2018-07-28,Bajra,Jaipur,2500,0.37,2500
2018-07-28,Jowar,Nagpur,3180,5.36,3180
2018-07-28,Tur Dal,Hyderabad,7000,4.26,7000
2018-07-28,Moong Dal,Bhopal,7755,1.62,7755
2018-07-28,Urad Dal,Kanpur,6950,5.77,6950
2018-07-28,Groundnut,Ahmedabad,5971,4.97,5850
2018-07-28,Soybean,Indore,4600,2.68,4600
2018-07-28,Mustard,Jaipur,5693,5.88,5650
2018-07-28,Cotton,Nagpur,6972,2.14,6620
2018-07-28,Sugarcane,Lucknow,3150,0.26,3150
2018-07-28,Tea,Guwahati,18027,4.42,0
2018-07-28,Coffee,Chikmagalur,13833,1.52,0
2018-07-29,Tomato,Delhi,1965,3.79,0
2018-07-29,Onion,Delhi,1779,2.44,0
2018-07-29,Potato,Delhi,1416,5.67,0
2018-07-29,Brinjal,Delhi,1706,3.16,0
2018-07-29,Cabbage,Delhi,1388,3.7,0
2018-07-29,Wheat,Delhi,2275,3.94,2275
2018-07-29,Rice,Lucknow,2573,3.8,2300
2018-07-29,Maize,Indore,2095,4.88,2090
2018-07-29,Bajra,Jaipur,2500,5.86,2500
2018-07-29,Jowar,Nagpur,3180,3.12,3180
2018-07-29,Tur Dal,Hyderabad,7000,4.24,7000
2018-07-29,Moong Dal,Bhopal,7755,3.9,7755
2018-07-29,Urad Dal,Kanpur,6950,0.04,6950
2018-07-29,Groundnut,Ahmedabad,5868,5.49,5850
2018-07-29,Soybean,Indore,4600,4.05,4600
2018-07-29,Mustard,Jaipur,5650,3.14,5650
2018-07-29,Cotton,Nagpur,6862,2.2,6620
2018-07-29,Sugarcane,Lucknow,3200,0.69,3150
2018-07-29,Tea,Guwahati,17875,3.62,0
2018-07-29,Coffee,Chikmagalur,13971,3.57,0
2018-07-30,Tomato,Delhi,1857,1.65,0
2018-07-30,Onion,Delhi,1792,4.76,0
2018-07-30,Potato,Delhi,1413,2.17,0
2018-07-30,Brinjal,Delhi,1735,3.98,0
2018-07-30,Cabbage,Delhi,1188,2.21,0
2018-07-30,Wheat,Delhi,2275,2.7,2275
2018-07-30,Rice,Lucknow,2630,2.75,2300
2018-07-30,Maize,Indore,2103,5.72,2090
2018-07-30,Bajra,Jaipur,2500,4.28,2500
2018-07-30,Jowar,Nagpur,3180,2.03,3180
2018-07-30,Tur Dal,Hyderabad,7000,1.14,7000
2018-07-30,Moong Dal,Bhopal,7755,3.59,7755
2018-07-30,Urad Dal,Kanpur,6950,5.89,6950
2018-07-30,Groundnut,Ahmedabad,5889,0.63,5850
2018-07-30,Soybean,Indore,4600,3.59,4600
2018-07-30,Mustard,Jaipur,5650,1.07,5650
2018-07-30,Cotton,Nagpur,6871,2.23,6620
2018-07-30,Sugarcane,Lucknow,3150,1.18,3150
2018-07-30,Tea,Guwahati,17757,2.9,0
2018-07-30,Coffee,Chikmagalur,13998,5.31,0
2018-07-31,Tomato,Delhi,1950,1.56,0
2018-07-31,Onion,Delhi,1686,5.06,0
2018-07-31,Potato,Delhi,1530,5.93,0
2018-07-31,Brinjal,Delhi,1906,2.96,0
2018-07-31,Cabbage,Delhi,1263,5.22,0
2018-07-31,Wheat,Delhi,2275,0.68,2275
2018-07-31,Rice,Lucknow,2628,0.5,2300
2018-07-31,Maize,Indore,2132,5.55,2090
2018-07-31,Bajra,Jaipur,2500,2.75,2500
2018-07-31,Jowar,Nagpur,3180,1.83,3180
2018-07-31,Tur Dal,Hyderabad,7000,4.21,7000
2018-07-31,Moong Dal,Bhopal,7755,2.09,7755
2018-07-31,Urad Dal,Kanpur,6950,2.64,6950
2018-07-31,Groundnut,Ahmedabad,5888,5.66,5850
2018-07-31,Soybean,Indore,4600,5.31,4600
2018-07-31,Mustard,Jaipur,5650,1.67,5650
2018-07-31,Cotton,Nagpur,6866,1.8,6620
2018-07-31,Sugarcane,Lucknow,3150,3.18,3150
2018-07-31,Tea,Guwahati,17819,2.9,0
2018-07-31,Coffee,Chikmagalur,13789,5.94,0
2018-08-01,Tomato,Delhi,1791,4.57,0
2018-08-01,Onion,Delhi,1603,4.23,0
2018-08-01,Potato,Delhi,1511,2.04,0
2018-08-01,Brinjal,Delhi,1838,2.82,0
2018-08-01,Cabbage,Delhi,1150,0.83,0
2018-08-01,Wheat,Delhi,2275,5.77,2275
2018-08-01,Rice,Lucknow,2774,4.49,2300
2018-08-01,Maize,Indore,2090,5.06,2090
2018-08-01,Bajra,Jaipur,2500,4.97,2500
2018-08-01,Jowar,Nagpur,3180,0.65,3180
2018-08-01,Tur Dal,Hyderabad,7000,0.78,7000
2018-08-01,Moong Dal,Bhopal,7788,5.97,7755
2018-08-01,Urad Dal,Kanpur,6950,3.38,6950
2018-08-01,Groundnut,Ahmedabad,6038,3.98,5850
2018-08-01,Soybean,Indore,4600,0.51,4600
2018-08-01,Mustard,Jaipur,5726,5.04,5650
2018-08-01,Cotton,Nagpur,6800,3.22,6620
2018-08-01,Sugarcane,Lucknow,3172,2.11,3150
2018-08-01,Tea,Guwahati,17828,3.69,0
2018-08-01,Coffee,Chikmagalur,13872,3.16,0
2018-08-02,Tomato,Delhi,1880,3.82,0
2018-08-02,Onion,Delhi,1562,0.58,0
2018-08-02,Potato,Delhi,1444,0.49,0
2018-08-02,Brinjal,Delhi,1824,2.48,0
2018-08-02,Cabbage,Delhi,1321,3.0,0
2018-08-02,Wheat,Delhi,2275,0.24,2275
2018-08-02,Rice,Lucknow,2803,4.78,2300
2018-08-02,Maize,Indore,2090,4.13,2090
2018-08-02,Bajra,Jaipur,2500,0.21,2500
2018-08-02,Jowar,Nagpur,3180,3.0,3180
2018-08-02,Tur Dal,Hyderabad,7000,4.56,7000
2018-08-02,Moong Dal,Bhopal,7755,4.48,7755
2018-08-02,Urad Dal,Kanpur,6950,5.77,6950
2018-08-02,Groundnut,Ahmedabad,6001,5.37,5850
2018-08-02,Soybean,Indore,4600,0.45,4600
2018-08-02,Mustard,Jaipur,5650,1.48,5650
2018-08-02,Cotton,Nagpur,6905,3.27,6620
2018-08-02,Sugarcane,Lucknow,3157,4.48,3150
2018-08-02,Tea,Guwahati,18009,5.95,0
2018-08-02,Coffee,Chikmagalur,14033,1.48,0
2018-08-03,Tomato,Delhi,1832,5.49,0
2018-08-03,Onion,Delhi,1808,4.34,0
2018-08-03,Potato,Delhi,1363,1.55,0
2018-08-03,Brinjal,Delhi,1699,2.61,0
2018-08-03,Cabbage,Delhi,1241,0.23,0
2018-08-03,Wheat,Delhi,2275,0.44,2275
2018-08-03,Rice,Lucknow,2671,3.15,2300
2018-08-03,Maize,Indore,2090,0.67,2090
2018-08-03,Bajra,Jaipur,2500,5.24,2500
2018-08-03,Jowar,Nagpur,3180,2.38,3180
2018-08-03,Tur Dal,Hyderabad,7000,3.01,7000
2018-08-03,Moong Dal,Bhopal,7755,1.91,7755
